C1,C2,C3,C0=D3,D0,D1,D2
93068,18728,95026,72274,33085,57172,88225
72990,14519,427,59358,74586,56949,59187
38956,57297,6225,89583,71311,88732,27115
84868,83957,16787,94215,20579,11913,98856
86556,36658,66752,66179,46739,83151,55880
72644,11385,47504,84986,57823,95519,15452
19485,70114,16618,76859,39576,47468,94211
88074,99975,11146,32701,46360,76693,45716
85049,54722,50395,34182,19579,59752,72446
62311,72917,75707,33732,52641,15141,66111
75069,52720,91207,56256,16589,86332,3428
51936,53605,18927,58731,15450,45196,30087
86181,21378,59899,9975,60047,88327,17238
24247,45443,12734,43703,64039,91532,91226
669,27394,6547,20523,43451,94690,51216
55903,17358,42410,40290,3927,26320,22283
69487,84983,72342,94450,15130,94488,75243
69758,46886,87589,72584,90202,49649,96051
88999,45530,19965,14375,59514,41895,73046
24247,45443,12734,43703,68899,18067,1700
44055,83669,59194,73645,52845,82679,83383
45762,62189,13471,24979,70632,31420,3861
45554,77021,57074,88544,77890,42661,79778
45762,62189,13471,24979,11882,16025,63120
77349,5181,14436,93772,52337,4190,57626
53020,13915,48831,12174,35918,13965,98537
72718,81952,58419,78623,75950,74271,84385
26006,65589,859,54853,11356,73905,49796
16442,43872,14107,78733,60729,98067,17472
72366,39367,48904,88500,38779,59210,71388
44055,83669,59194,73645,49079,51295,25562
7651,76877,70470,86012,43804,49762,69706
41248,6405,63193,98387,1995,39430,91696
67250,34714,5298,95401,8149,94573,81304
48979,16048,13722,82589,72447,58681,43118
27481,69007,43876,11342,77042,97395,62379
41248,6405,63193,98387,61444,55725,26530
73625,69119,83770,75831,82349,3686,48251
16442,43872,14107,78733,46828,9813,80459
28654,46887,65504,53707,81843,24370,609
50075,19122,254,61687,31395,38211,47671
17461,97042,17167,94045,74809,48223,2797
88074,99975,11146,32701,11573,87812,44155
77807,83235,58584,66700,79294,78402,2786
70364,62597,48918,2743,10579,36031,76193
45762,62189,13471,24979,79387,20850,81590
44612,63025,37603,87852,49734,71452,77639
50506,35303,69878,92568,92443,66466,92006
72366,39367,48904,88500,96624,97189,80786
21166,80536,90726,58157,15522,54133,15672
50344,6392,55740,56038,59860,83365,12240
16817,39690,50026,20974,64258,18642,91124
39912,54068,53772,57801,81959,57041,67052
65145,74733,72359,74584,65308,26083,98900
62087,13820,2493,59581,49331,4580,97744
79419,65927,83552,97657,63595,44515,14850
93602,36681,31594,31565,4879,81808,76547
9080,68801,75715,21248,3443,58129,24279
85669,44633,36728,28,84829,34560,54817
54339,88260,85025,15786,39994,96486,23297
44951,24240,73532,85444,19393,7106,45896
65036,93972,16330,30959,11425,804,1238
1182,97098,92667,23551,78728,71028,17507
65014,9571,7033,78372,83448,55723,78044
94819,18863,23978,22288,78777,35658,3938
4970,44048,3502,79422,75294,54355,49086
30179,14695,60989,84219,53605,68803,32388
97241,57427,58629,92745,72204,94741,88821
46205,88210,28652,23444,69913,94647,87154
35751,52217,82403,89132,81907,48135,72588
16822,85144,51693,19940,57223,30529,90174
84674,23252,32614,2737,72020,48085,96503
6606,7715,16031,94741,81788,37987,74581
20673,94748,42897,37057,79292,85197,24062
2739,31447,43329,62110,8069,64772,12614
73396,75024,16414,78324,9981,49144,57465
59287,22643,46784,26687,36416,8465,39965
61285,49986,80456,20513,90390,19061,88920
24908,32908,47938,69599,76,69847,47534
24448,48435,95383,45135,6807,52365,29912
30179,14695,60989,84219,19660,28374,1481
53859,12711,29869,36759,2934,11369,29234
43460,89904,28179,16378,53339,22925,91172
35022,47301,85010,74899,57266,2154,59433
85107,35736,5935,73762,90226,5354,86426
21944,56789,12434,47056,8755,45109,49946
36681,48459,73135,32717,42655,395,89390
36881,73786,17312,67322,45644,95730,17545
29058,4618,86157,48931,22625,71397,78914
93602,36681,31594,31565,79885,74603,86006
86826,97355,86552,10046,58714,7736,16874
36681,48459,73135,32717,89021,44906,86970
69847,32491,38229,14660,46040,1149,20859
93265,73466,19705,18414,86711,18613,36266
46888,9613,10760,69192,7786,96878,59276
12096,98709,64329,86139,13698,46735,37485
2749,73821,25462,58236,96459,89601,27274
54018,99610,19333,90459,61048,8270,91128
50286,18598,94722,26728,83244,61155,98522
55840,55726,67239,43185,84749,37599,25846
21699,902,83656,92040,83156,25271,42728
72119,76615,61965,50173,91830,84285,11984
9080,68801,75715,21248,1757,97795,235
10367,55296,31091,13409,50955,50707,78767
46888,9613,10760,69192,57107,80311,16935
97241,57427,58629,92745,89606,47621,52655
49896,32773,28079,10613,78380,83532,91207
16435,48137,28890,43151,47200,49194,41313
11881,29223,13233,6821,71331,97204,26098
95184,32083,7268,22014,34825,91610,13601
98781,44769,38301,81382,45513,87720,45708
27819,57076,84996,10196,3425,70726,71518
62536,79648,34505,97670,83688,77884,97584
4840,21705,5855,2500,11941,49085,41819
69782,67149,69416,91930,52069,45583,73838
47854,46979,93910,24971,93963,57242,19769
97476,65457,81386,48395,85581,71332,36628
46802,32705,47586,59860,21866,70742,77409
28031,20966,19637,8115,31152,72278,10727
62810,34865,94333,25646,55035,69389,47590
56596,14901,59036,2610,43971,8357,23253
98781,44769,38301,81382,37361,18368,28363
72070,81052,47971,37395,36386,19684,20762
22851,51293,4103,69010,74698,94188,41768
28031,20966,19637,8115,36052,87763,77889
18697,97180,87003,38900,79130,40052,61412
48184,12925,70385,2412,55431,56477,98782
71506,92448,70468,695,71942,62584,88285
95730,1561,51496,32487,54196,42587,3076
95258,42963,82610,38213,19976,55737,20847
32215,72480,66832,38078,38830,8366,13908
83369,37186,34568,60957,39459,10986,56058
50547,55263,43352,87939,36105,866,60819
33866,75936,73435,35318,64512,69249,88365
78384,26262,10321,18481,98423,48336,82562
72168,8356,28094,17943,29933,87067,99710
12115,11568,6577,46153,64333,41261,83414
10368,26293,2164,82298,15577,93495,70765
11881,29223,13233,6821,39362,37992,94232
61799,4308,36717,86294,87920,59984,87945
12115,11568,6577,46153,55349,43377,96129
34184,95806,66340,79616,51646,95756,37698
82452,25551,85585,44631,29256,13004,70892
43640,72217,13039,53531,54974,77626,955
8872,98169,35871,78849,96936,51703,64506
64943,37158,99662,47755,81977,54990,93595
45372,8002,2410,80858,24928,31241,60492
97476,65457,81386,48395,9048,39032,42056
45372,8002,2410,80858,45723,45246,9884
80469,41388,56540,50223,56686,1094,17189
43585,73063,39887,63183,79001,59616,91386
45517,53419,18228,53322,97535,41094,16550
49868,19637,79179,42465,20153,17216,23865
73302,18822,61289,97410,64670,92651,99096
12115,11568,6577,46153,95783,65179,75581
14151,13212,53753,67001,31267,20592,33456
51754,19354,96652,31305,52446,978,22009
20256,33217,82483,12375,73065,94850,99219
65717,62354,59414,77908,86407,6302,28616
73005,5801,67111,87206,26482,32933,65252
83153,83453,52921,69061,19282,82412,66564
42993,21314,82739,22985,17986,70393,46471
25928,50050,57845,35071,43054,33182,86165
9383,9720,72240,6609,31054,26747,66649
6928,76035,13581,85117,99930,70579,46468
82509,8894,84604,67401,299,5205,19266
25487,22734,29542,62627,63845,6183,44404
63344,31018,75935,98845,88544,10624,32055
25928,50050,57845,35071,15592,23403,7244
47848,1503,43741,88085,41415,79731,35760
90140,35610,84445,16937,66835,45465,60326
6765,8191,94556,26588,8208,45983,57379
35631,18096,61106,14645,52922,72804,38076
70400,39993,9754,36111,63768,86992,21071
31302,97302,26365,81775,99051,61584,98752
31714,38129,39771,69094,56607,89137,12239
63090,6035,52523,48652,33911,62264,80966
28816,50578,77129,93357,81637,91036,88272
20545,12752,59873,45051,17463,67927,84424
89575,30310,87146,83763,39150,31309,2698
82509,8894,84604,67401,26511,98107,35314
95624,95551,6187,68927,93269,6803,68162
18460,73256,64944,56723,88362,73736,58113
19024,36717,67919,20528,31929,25109,23827
91343,17791,26737,65905,72371,50447,40984
70810,64598,66105,225,22206,30921,56409
28823,53032,50139,10347,5154,52128,94454
29384,81710,32448,72778,81267,62469,82812
19849,3483,82112,61894,89262,48348,91158
26520,2212,31873,13992,29459,87172,43
83344,58647,6750,9951,337,95610,34188
82578,50573,55232,45137,62381,43479,94415
96162,70754,48876,10840,56589,56414,20921
21209,66949,61631,90497,2039,74138,56439
28930,47814,72008,2873,31485,8258,29260
67377,54005,28420,44334,53638,73896,90091
92867,15948,2747,81259,65196,10021,74864
64605,61258,2643,59119,18200,73895,16876
82578,50573,55232,45137,89820,80869,27209
32878,77113,49500,35144,9661,96381,95396
83694,53021,95943,17033,56277,21584,9705
47848,1503,43741,88085,74287,34280,93173
29933,97560,17115,28778,57918,22461,8190
11285,23272,74581,10408,615,2659,48538
17366,13502,42776,14600,26429,84852,27277
15442,35488,17816,62499,61854,45479,59089
66817,42326,46225,56272,91223,16478,84978
14356,54467,75133,83740,977,45253,32639
28823,53032,50139,10347,44382,63367,467
17989,6139,16475,35941,48856,52474,99448
60491,74442,9512,25101,97963,75316,39576
28816,50578,77129,93357,35122,78757,87298
68022,47296,13513,81052,37334,85779,76292
48678,83060,85072,67236,79529,30419,9802
86619,25601,3221,4188,16961,89006,26517
33068,35950,20592,98008,96259,11686,1403
43832,29247,56142,11212,6257,35142,39581
50669,55472,27855,81871,48682,23444,41616
67065,73327,21269,34215,1205,60814,15623
77619,71394,28372,26908,61370,19899,69650
47752,83417,3383,79018,70095,22822,27814
23973,98942,32255,57504,61042,95693,88994
77496,85956,21712,66415,34069,78220,30413
85582,75190,63448,77329,91958,73014,49754
41768,37719,70915,19991,18589,53196,56430
81368,39950,39063,72483,62597,50567,45400
66214,2141,95572,68770,69845,13459,26407
65350,85215,11455,24272,92131,81496,11961
58413,4308,42313,10888,45243,34280,85326
81466,37074,64238,94582,64681,94850,41106
64203,63778,97041,26034,92168,16920,42551
91087,96863,11718,42577,43152,27112,70365
99794,52494,55507,79148,83304,78673,48080
64842,33138,52674,11335,77234,14096,23423
18078,75314,47133,42663,95672,3117,32826
89261,11927,18969,2747,78364,65055,60130
11736,29846,53390,88122,7079,23853,23643
74526,17317,11045,96839,11216,95911,38884
80549,46515,9674,13111,20076,97711,22501
1692,22074,36120,78554,897,44495,13801
78947,67768,96116,61153,3308,53975,53306
53684,75332,25120,67578,30762,38518,47747
99865,4472,57408,32920,96387,31205,58466
11736,29846,53390,88122,45001,27585,11443
51153,33692,49952,23583,21599,93691,9810
13523,14621,91507,69566,7156,87315,36056
60458,61040,91342,53829,72985,75781,41817
85582,75190,63448,77329,60410,50763,28752
64900,91204,40891,13118,42591,76163,94917
94619,49956,21821,40450,69192,30114,69584
218,49520,32744,95163,98876,48650,58963
94619,49956,21821,40450,68888,13901,24056
18078,75314,47133,42663,70148,67438,58089
2171,76026,48662,76476,35961,10376,51000
81598,83193,63142,3596,31100,84942,64323
72449,39988,83783,97538,29766,11229,71068
82883,22338,97934,81689,15555,48764,94764
5050,3367,33016,61754,1440,67391,15909
73794,74706,63300,2245,62478,4525,49727
97710,74384,45875,51515,34756,73660,99811
26308,17901,5428,99183,10218,96549,52823
22534,40719,13362,75857,78284,4737,61442
27078,15731,38513,1348,39985,63787,57595
218,49520,32744,95163,29998,19446,24428
41125,65614,64545,23986,77842,410,55219
52414,60280,47010,83790,36313,28084,69870
78904,27470,28006,31288,7384,51074,70991
46375,24368,61754,12617,27388,47078,93531
18078,75314,47133,42663,12407,77911,9866
47752,83417,3383,79018,78559,25380,31692
46375,24368,61754,12617,64764,4433,13423
78947,67768,96116,61153,82029,61600,6080
50669,55472,27855,81871,40185,64066,69021
73405,16366,20374,38368,99156,41714,44061
20685,68760,26907,47907,12752,93930,9425
57987,58308,77921,30673,38037,30569,63877
10391,94401,54008,72594,85449,24286,11082
76323,18352,64527,55008,52743,50628,87074
41635,1522,21499,35982,49994,80081,72588
80057,80646,30314,70486,28788,37177,44474
64400,40140,73177,54791,38652,70374,48059
60656,3356,55369,2055,93956,69953,13555
73443,29748,87494,89031,83463,71339,4969
68809,35285,69110,61210,89398,71120,94323
21136,94215,10351,95946,73365,49251,56079
12057,44669,24767,78629,93966,12060,86486
6608,66651,64693,86103,88585,38384,69785
6221,44217,92524,95023,61444,82360,30107
42541,14783,17007,90379,87613,53028,17223
88102,81296,58761,648,47081,79276,40575
23777,38823,3325,61164,96711,96355,61533
67331,10380,27246,67600,76746,79833,89141
53188,59628,38240,20187,75729,28679,36805
37617,11427,40410,85867,57510,92218,54228
30326,99868,82151,15745,42494,67576,89792
70095,80731,8180,79802,59386,72811,11586
35010,10810,3603,68673,73188,91215,36053
60886,87946,79374,98711,68743,74566,2616
53188,59628,38240,20187,49185,41637,37027
10391,94401,54008,72594,38859,60777,29106
19665,79519,2010,17556,81667,40023,84767
66399,38372,99048,55947,18561,78377,80545
99549,31528,91498,98953,5984,97751,11423
8936,38225,6275,63123,88097,81037,28972
92184,71780,16442,21094,90828,14333,48880
69277,23127,63757,39383,19108,21606,13558
2931,39785,85533,37139,15918,95771,66027
24276,46844,5904,30674,63647,59786,43958
75501,14154,54917,4625,68195,78134,10443
41635,1522,21499,35982,9444,4107,27777
38349,29598,76890,9805,46986,31910,87184
48703,99600,28821,92261,92545,12987,21325
2591,1508,11316,42254,70843,58680,1966
60988,95348,99884,20554,87701,91544,77587
67416,81009,44271,4056,7037,19568,95437
49486,57024,49012,16056,73276,80418,14753
41635,1522,21499,35982,26560,26467,71792
74929,13612,11495,30371,36019,78108,26459
29449,39311,75666,5430,15638,43369,66970
24985,60483,63178,46698,55007,83535,64419
65043,99607,18292,82075,88875,87162,34641
94921,91965,30324,72787,38170,9428,80808
97522,52429,90196,76039,80302,25921,6580
60656,3356,55369,2055,34326,91545,97083
75541,51872,24746,230,21934,95457,75892
39311,25342,13480,78190,80292,36718,29859
3181,98434,97519,94313,59077,81987,44770
67477,36041,80591,75606,48585,69638,30927
64527,90998,25562,67005,68701,34160,43264
33321,90357,40161,63015,6771,82666,63119
51004,35067,58267,14878,270,69020,888
60513,20529,44409,51553,6909,70246,76607
59470,82945,11499,55158,63518,81494,68860
98681,9164,75400,86076,32746,10301,23566
23541,34203,26373,88023,52874,53255,33765
55460,23575,60604,11203,26563,46544,55512
75484,6141,37894,34388,20165,46539,49327
64421,4080,85352,28810,60304,80217,99139
49989,93022,89413,20432,18029,56379,52452
49693,22160,82685,10381,30618,46726,81245
45779,39235,30850,9528,29232,39415,24026
73880,79179,19950,52153,27708,91117,54297
44537,26153,20040,73708,93682,95485,6527
7945,98310,79393,32573,67305,13633,54207
3687,15145,76896,23282,39900,33264,81573
89611,98484,27676,36355,22865,66482,51344
50604,69295,34780,48241,11559,63885,14084
90746,65047,22071,20556,79487,30143,73340
51627,16589,75333,48952,94152,63391,60211
75441,85130,46676,33993,37012,28608,40788
73880,79179,19950,52153,94561,19807,83803
91194,38690,29799,96148,31669,22586,73420
49693,22160,82685,10381,26213,60131,60154
16723,55506,90845,17833,92806,30929,16454
7760,12050,16889,93954,3374,24418,58492
30507,99891,51481,85713,98732,54677,99407
41200,75587,37412,59614,38308,59712,99378
27101,65121,55522,46325,11597,28941,95115
98080,9155,41522,50542,94433,23387,40307
2977,19292,60558,92946,55254,76228,52609
8133,16272,86281,50880,39664,60462,32794
80515,93266,5829,69766,76293,5351,19260
46882,31888,81839,81965,91741,55753,11618
39171,97957,6643,67181,1259,12033,1823
35823,9410,23526,8983,58196,63862,3465
37336,57638,34238,47436,18663,95914,15738
26132,5516,12912,98120,83429,43782,74568
32017,37031,7171,34461,68147,84558,99663
11990,64975,66068,83742,59751,61151,46286
45779,39235,30850,9528,749,26910,10415
5743,10284,43772,49205,63294,72105,38445
45779,39235,30850,9528,16210,46065,60609
83497,33358,66361,92059,30870,13439,19128
59773,70206,65231,92222,6731,24971,54258
36852,97889,7233,99534,96754,56414,95152
41718,15536,23487,46020,95260,10244,1552
11990,64975,66068,83742,61548,15562,7516
53454,42972,72043,12180,21310,84285,84251
47997,15575,53264,18267,11374,40907,27296
80222,24517,95534,66899,45555,64461,26755
6238,34406,79331,51665,81890,21612,56047
66558,35026,55445,28660,73627,28768,19876
56931,65795,82308,83530,78833,6601,75610
3687,15145,76896,23282,10943,12772,64855
55384,41514,82322,33522,48692,4015,82027
80222,24517,95534,66899,78747,11924,5064
38984,29330,4728,14969,24257,66303,86217
16723,55506,90845,17833,53702,63277,44157
16723,55506,90845,17833,98824,61942,20398
59954,356,93638,16943,96864,76774,29007
8133,16272,86281,50880,33059,54584,27525
48126,6020,75941,80383,9516,68283,25539
2460,34584,4940,15539,43930,19982,30249
29177,40221,71116,11485,17403,87334,71183
52095,62111,65218,1423,75009,13776,82683
67404,81620,20591,25800,6232,97674,94226
74261,57236,37308,62906,27402,24115,97153
88863,76351,40075,14530,32576,58174,41498
91888,20564,48634,15869,10629,72545,93397
22521,86964,64300,56206,55768,42330,63892
15178,90731,6382,87274,41036,92738,2484
93428,37705,194,12064,27464,42763,98994
90605,45519,77325,10702,20823,24512,65768
23549,26895,97920,18818,19143,71775,64163
15318,30265,61243,69870,9756,52306,81308
84110,9234,54688,2840,30827,14365,14092
39740,87676,27360,23420,67059,18633,2359
46926,3770,27568,85713,98732,54677,99407
50115,62833,35508,62217,29354,7394,95183
99687,24746,1776,65931,6490,85466,3159
82357,50986,16753,63663,37407,65152,88925
90605,45519,77325,10702,44319,84735,39120
6659,78504,60012,88358,51596,8953,15698
68035,3599,65252,24470,15858,65596,17626
23549,26895,97920,18818,89669,22203,45168
93281,54241,91270,83417,56608,29315,27068
30680,81066,34487,13924,27170,48889,38227
27,64063,32614,32212,30140,95963,16904
961,73835,22524,18822,74387,76645,38106
78674,17744,92919,31213,26115,46534,66593
68142,54438,50575,40523,95178,18964,54688
33593,67317,58358,83541,16783,96942,41929
26601,40706,17037,3372,21629,14522,66672
70347,75336,71021,21471,94436,37787,61637
45856,31144,50817,13946,49643,35724,29922
55696,93737,58970,62467,7404,47196,62163
82989,99512,72219,33923,81284,70806,1868
55964,73581,32105,78268,31961,16933,55724
38269,62034,13383,81228,95410,20647,34185
14020,29598,91923,56068,85145,78180,6954
78674,17744,92919,31213,68740,27533,45509
52095,62111,65218,1423,65219,94369,14479
13771,87606,98110,67742,64173,27701,87402
32187,68287,74547,60723,48369,57825,68868
99687,24746,1776,65931,53308,94038,60973
51176,1141,48450,89742,83002,66860,76608
70513,87524,9416,71538,46179,28904,10408
68142,54438,50575,40523,41091,1903,77376
98812,6471,32192,75837,59742,36840,5679
11963,67,20770,46691,18477,39165,60907
7525,93689,53524,24529,24610,70526,8368
29351,25724,25221,91814,56791,92956,578
9643,1331,27487,27417,56101,80109,67265
27011,37490,45136,45690,75881,99576,75575
82357,50986,16753,63663,95051,67001,75139
99386,92390,33943,85352,24399,13315,34590
71305,79732,5383,45551,24584,94970,74827
53156,89473,55497,75695,75633,12637,35595
30011,83712,57218,97758,9252,8605,25658
90346,88623,25612,66842,21045,4587,18677
40550,70858,63656,26939,97461,6081,37927
30011,83712,57218,97758,96961,52549,99092
60009,81894,16767,75453,68,49910,39024
84734,58814,30733,29040,43234,10985,57624
99466,85616,47992,83054,62102,72624,45649
76693,7261,7796,92550,77403,23716,26559
47597,1063,11700,85530,68825,36992,50935
83225,90406,39042,79914,89472,66833,44279
16086,41275,69537,9781,68726,68641,12480
25459,35968,30853,81290,15972,33957,71062
93560,70713,14729,18956,83543,62120,19009
32917,66188,40763,95453,84350,61004,36663
5974,43698,50153,14838,43253,79831,3484
95870,78124,49106,22466,79406,75711,16024
83363,14687,29496,68573,24737,33628,14337
26679,21558,36649,91554,61339,69600,23946
40333,18467,76670,2992,24290,64507,26806
83225,90406,39042,79914,57657,20597,65702
44203,55872,83412,75314,24381,6207,76122
71870,54453,60781,56549,20947,58190,5839
72895,29367,59252,48648,42655,90338,40262
60009,81894,16767,75453,53009,95835,66383
26316,9812,14978,82647,29108,72986,22611
94858,31528,90068,6321,16539,44511,64761
31898,97018,70917,19750,84099,50652,22820
48502,77571,86753,42776,41828,86966,30434
74143,80799,91557,78885,44061,36437,45350
6624,34808,76185,26674,80230,98976,94167
76726,80441,28335,74131,10482,85807,93496
80436,71039,52837,22759,35558,3492,38367
38728,74438,60034,74987,83096,77333,51558
64527,52568,44243,2325,47417,31208,93364
80279,72021,61331,66134,66601,70979,35152
30011,83712,57218,97758,42722,48745,19879
77044,40478,13519,38842,91733,56712,81831
77966,67128,74613,29923,68845,77078,72177
94858,31528,90068,6321,69487,12539,33420
44203,55872,83412,75314,47742,77695,30593
16900,25290,27802,72939,85556,58311,74429
82893,9921,22163,81548,52662,64428,4618
44203,55872,83412,75314,37703,84958,28934
73402,81376,40025,45165,95667,55640,64261
83331,68617,1003,12561,13355,24787,22465
31293,17649,40368,73215,15927,45906,18118
2238,52182,57143,30994,34770,35643,96177
23573,42019,31563,83015,99580,28488,30567
40281,7519,84781,84201,69262,41056,14100
72895,29367,59252,48648,19979,53443,65506
70454,45080,19358,44697,69821,50132,3827
63342,44649,25141,19900,78860,44227,11818
92382,46188,20643,71917,95035,94843,151
18643,3245,32562,32424,45675,37252,48903
66386,62025,26014,65068,43249,957,38780
12568,29324,13888,42386,53460,45416,75309
83320,42351,98600,42571,86794,2298,88008
68200,3623,61983,10279,83072,23787,62411
93353,95436,32337,53593,17952,73177,56156
40978,23716,56113,28632,53715,83819,51223
46065,36230,4294,9565,38610,38423,56613
90621,83892,17555,59749,24738,48678,95092
64082,74964,77934,19380,81629,93206,80917
60900,39807,89746,65420,83357,33834,43483
81299,52741,83050,40305,6245,90596,87757
32379,97666,32526,71635,3166,41637,33585
84905,84956,34189,57450,43581,38282,53667
52603,31585,1136,26870,90137,89797,96447
97287,88913,11980,43733,70396,67225,27770
35537,51531,54183,57528,86225,49394,75095
5616,56827,65997,51502,62192,28987,92392
26226,93697,72687,31681,18683,96398,34775
58601,49617,15990,97382,44549,72870,44151
78967,22010,75240,64214,59250,85425,41559
43772,30359,74663,62873,82217,28309,40162
64607,24834,11989,60490,89063,29677,8876
55468,97323,71666,99952,83009,94099,50631
92017,75239,16809,64158,15834,89446,38745
55584,62655,45499,99936,8179,88231,78045
47316,41922,74123,43970,27253,31456,33840
51044,48064,80740,96699,19454,93308,29823
47698,21676,96668,23846,90122,44708,70199
21617,57316,35928,48025,76032,83723,97298
5616,56827,65997,51502,41454,796,79090
87502,41682,52033,86573,63364,97429,83961
1332,90933,64969,65813,91708,85318,46380
18524,94102,63186,70434,60197,61885,66882
18038,33189,44984,88467,24709,72052,97178
12426,77166,26233,68686,83780,35651,78647
27634,40962,94254,26817,86942,38652,78597
52046,27197,40359,26839,96069,68655,82473
41844,34041,58224,94084,15470,93924,56679
74300,41379,28111,92035,77358,13570,77323
23910,63449,99587,55826,16028,57395,33461
87650,89996,95364,93545,88569,73956,28902
24785,70641,98881,44136,12639,91489,38624
32105,60263,57660,75929,606,34016,98183
64607,24834,11989,60490,14553,64795,42445
87650,89996,95364,93545,99469,88776,62107
17660,17815,122,58869,24026,71015,89990
88275,85592,60273,32447,52081,11526,64572
45278,71424,46792,75450,63540,83996,9514
92757,29149,1077,82947,82475,18485,53069
28114,48092,56733,17015,2693,92534,11553
1326,20770,65171,85664,46864,36506,98632
79483,11485,52814,98840,15081,71235,81125
3704,23601,53328,65976,21285,26190,87256
70238,22063,79443,37166,58351,72125,50913
19920,40689,28283,57524,16499,18491,76785
90938,16581,97063,66148,5305,78787,6191
93468,98415,55721,38421,84664,54382,40658
66192,55760,24829,12649,37543,42528,24306
89243,42885,501,37995,37874,36654,44359
87190,49620,14523,961,48700,75380,84543
46980,6445,1286,36847,45757,75233,70707
30417,94747,47987,3309,86846,99464,14922
99644,22286,23315,77403,7729,83195,79740
3938,16737,70130,82282,16156,1953,36048
11850,92628,12972,14183,49603,69709,15214
52333,15831,61090,3812,38939,25577,56451
2092,98128,76905,49044,40186,33455,48397
8451,72294,9726,8575,11344,96964,13653
7319,89205,80856,29438,55787,56210,95306
3837,84181,6525,17035,46137,54750,61764
85088,98466,84091,91660,76588,96057,92279
91917,7990,49565,12802,29409,19489,95334
42979,49755,87083,87727,64716,24428,64129
8735,62597,68219,45203,45106,73852,39105
33950,8374,22195,33560,60311,40027,63340
49098,59842,45790,61912,43149,21484,71488
37694,46552,60632,17747,64742,94581,44442
81502,11935,85595,91159,49602,16252,15531
33950,8374,22195,33560,5524,76612,47805
8798,75620,35839,90572,23468,75870,14636
62825,38529,64316,80236,37495,39558,12006
35721,13076,23486,1738,82270,15460,22291
61823,20031,83928,40457,93023,51118,90604
81502,11935,85595,91159,59354,52738,72166
3938,16737,70130,82282,98852,64722,34000
48900,3458,70949,38375,10625,88893,82271
70539,36534,75596,49338,85641,38262,46788
55018,51599,64549,3839,95663,26951,26912
62825,38529,64316,80236,72007,51723,27514
21513,26811,70243,59878,67794,14521,94797
10408,98624,59121,80328,63369,91753,78130
47721,37092,43463,24502,36526,85782,75911
91527,5036,32710,67505,56959,1643,65619
91917,7990,49565,12802,18222,65394,47240
52527,35239,29620,73077,83639,44722,94618
8782,74093,41433,67768,56275,9555,9767
46980,6445,1286,36847,933,76582,36818
55718,41816,73443,80768,11518,83493,40556
48798,6056,83005,19434,12072,6368,37743
11332,55092,19823,61208,92052,16335,91696
35344,9390,52410,4332,84694,8363,85944
35721,13076,23486,1738,34057,57501,99694
41347,13987,14188,80513,15681,56106,50451
78386,69688,62511,95926,20932,47366,78446
64251,88810,49145,28495,9891,19297,90678
19203,72569,19689,3430,32239,41658,57730
46648,17999,97836,85374,37224,85802,25770
30187,72434,96178,41182,61967,94189,94365
13422,96693,98393,70683,86580,24665,68
82207,88180,17123,53915,97137,63740,30161
28394,91380,32463,7126,29217,61143,5830
58951,41974,50699,11255,48381,52765,83216
46437,73594,63748,34503,17205,42317,13101
26693,4680,19965,15539,43930,19982,30249
78,5790,53700,6985,45921,53375,42491
38623,53368,51586,46782,5101,68791,46246
36247,39185,68540,26102,96158,51596,9603
36991,65196,34882,12721,3178,39075,90038
82813,16255,53554,99427,90233,20929,50256
36504,61625,30066,89831,74097,64202,67837
47556,87881,2026,72736,32934,31574,60179
47940,34720,43280,7471,9621,14776,78985
89751,10398,245,3668,19896,36258,98661
81223,59028,56569,62838,46526,90844,77835
72489,90218,57138,6182,67038,10117,83626
80180,43805,46131,81854,41455,67662,79398
82813,16255,53554,99427,78357,44330,77982
34669,52289,12714,17579,27999,90259,75294
46221,35600,16362,1202,64559,32679,52315
61066,37455,56258,67685,42838,43518,78690
6475,66177,7584,48562,25480,3494,40362
47940,34720,43280,7471,28970,88417,76945
55127,67962,7450,99094,1703,45309,90485
6072,8453,23714,73776,12215,45677,62160
3958,22272,53825,95799,79628,57478,28431
11597,48920,89552,16822,58357,53024,24871
95859,11249,5831,38109,95168,82813,94002
6475,66177,7584,48562,89601,77351,82953
38668,68398,9470,26406,88840,23011,25005
83675,23001,11324,92928,86983,66973,45248
29726,48683,23670,84849,81944,88444,30415
36247,39185,68540,26102,93948,57011,73878
83279,7850,63077,64079,53797,8951,31069
5622,54122,52773,89123,41211,2635,32320
61574,27785,54818,42648,74338,97169,10844
73781,27594,78128,89981,79950,72922,46411
2846,40758,72127,90708,52810,77676,15672
35520,44317,19404,56042,35773,61381,45541
15347,8274,92321,77130,39790,85493,60886
36991,65196,34882,12721,42462,79958,1429
44676,38506,86754,60401,64497,36962,79434
56794,13121,95692,49258,86933,27046,43945
16654,16966,10087,14878,270,69020,888
46221,35600,16362,1202,22530,88945,11864
11328,75642,42980,76665,64742,55124,43501
96295,84294,47638,67058,53738,65728,30965
67474,31360,96959,28331,95366,56342,86026
17110,83435,76286,67020,85390,25852,82983
82813,16255,53554,99427,72224,21270,80814
56095,26048,75318,59913,63583,77848,81999
57213,10414,90664,42571,86794,2298,88008
52032,23859,44697,37480,72702,6807,94066
57012,9377,48602,84546,7550,68129,690
88561,18279,83662,13081,74067,48388,31573
43755,77271,9078,1241,58989,80181,26922
35816,51883,71805,83489,3611,67137,58296
